pcap_secs,ta,ra,seq,mcs,rate,retry,dbm_antsignal,dbm_antnoise,typestr
0.524618,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,77,,,0,,,28 QosData
0.525032,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,78,,,0,,,28 QosData
0.525268,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,79,,,0,,,28 QosData
0.525483,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,80,,,0,,,28 QosData
0.525724,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,81,,,0,,,28 QosData
0.525949,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,82,,,0,,,28 QosData
0.526178,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,83,,,0,,,28 QosData
0.526400,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,84,,,0,,,28 QosData
0.526625,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,85,,,0,,,28 QosData
0.526840,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,86,,,0,,,28 QosData
0.527056,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,87,,,0,,,28 QosData
0.527277,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,88,,,0,,,28 QosData
0.528556,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,89,,,0,,,28 QosData
0.528803,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,90,,,0,,,28 QosData
0.528934,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,91,,,0,,,28 QosData
0.528998,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,92,,,0,,,28 QosData
0.529049,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,93,,,0,,,28 QosData
0.529093,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,94,,,0,,,28 QosData
0.529140,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,95,,,0,,,28 QosData
0.529194,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,96,,,0,,,28 QosData
0.529337,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,97,,,0,,,28 QosData
0.529466,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,98,,,0,,,28 QosData
0.529737,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,99,,,0,,,28 QosData
0.529987,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,100,,,0,,,28 QosData
0.530225,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,101,,,0,,,28 QosData
0.540056,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,,,4.0,0,0,,19 BlockAck
0.540107,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,,,4.0,0,0,,1B RTS
0.540170,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1243,7,130,0,,,28 QosData
0.540359,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1244,0,6.5,0,0,,28 QosData
0.540495,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1245,7,130,0,,,28 QosData
0.540622,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1246,7,270,0,,,28 QosData
0.540736,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1247,7,270,0,,,28 QosData
0.540855,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1248,7,130,0,,,28 QosData
0.540960,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1249,7,270,0,,,28 QosData
0.541074,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1250,7,130,0,,,28 QosData
0.541184,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1251,7,130,0,,,28 QosData
0.541302,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1252,7,270,0,,,28 QosData
0.541413,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1253,7,130,0,,,28 QosData
0.541530,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1254,7,270,0,,,28 QosData
0.541636,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1255,7,130,0,,,28 QosData
0.541751,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1256,7,130,0,,,28 QosData
0.541859,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1257,7,270,0,,,28 QosData
0.541975,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1258,7,130,0,,,28 QosData
0.542081,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1259,7,270,0,,,28 QosData
0.542190,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1260,7,130,0,,,28 QosData
0.542299,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1261,7,130,0,,,28 QosData
0.542406,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1262,7,270,0,,,28 QosData
0.542511,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1263,7,130,0,,,28 QosData
0.542624,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1264,7,270,0,,,28 QosData
0.542726,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1265,7,130,0,,,28 QosData
0.542837,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1266,7,130,0,,,28 QosData
0.542937,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1267,7,270,0,,,28 QosData
0.543050,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1268,0,6.5,0,0,,28 QosData
0.543154,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1269,7,270,0,,,28 QosData
0.543270,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1270,7,130,0,,,28 QosData
0.543373,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1271,7,130,0,,,28 QosData
0.543491,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1272,7,270,0,,,28 QosData
0.543596,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1273,7,130,0,,,28 QosData
0.543712,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1274,7,270,0,,,28 QosData
0.543815,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1275,7,130,0,,,28 QosData
0.543945,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1276,7,130,0,,,28 QosData
0.544064,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1277,7,270,0,,,28 QosData
0.544178,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1278,7,130,0,,,28 QosData
0.544288,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1279,7,270,0,,,28 QosData
0.544453,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1280,7,130,0,,,28 QosData
0.544582,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1281,7,130,0,,,28 QosData
0.544700,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1282,7,270,0,,,28 QosData
0.544798,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1283,7,130,0,,,28 QosData
0.544917,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1284,7,270,0,,,28 QosData
0.545026,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1285,7,130,0,,,28 QosData
0.545139,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1286,7,130,0,,,28 QosData
0.545246,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1287,7,270,0,,,28 QosData
0.545355,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1288,7,130,0,,,28 QosData
0.545462,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1289,7,270,0,,,28 QosData
0.545580,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1290,7,130,0,,,28 QosData
0.545687,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1291,7,130,0,,,28 QosData
0.545806,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1292,7,270,0,,,28 QosData
0.545907,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1293,7,130,0,,,28 QosData
0.546025,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1294,7,270,0,,,28 QosData
0.546128,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1295,7,130,0,,,28 QosData
0.546236,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1296,7,130,0,,,28 QosData
0.546340,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1297,7,270,0,,,28 QosData
0.546453,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1298,7,130,0,,,28 QosData
0.546558,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1299,7,270,0,,,28 QosData
0.546670,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1300,7,130,0,,,28 QosData
0.546779,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1301,7,130,0,,,28 QosData
0.546894,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1302,7,270,0,,,28 QosData
0.546998,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1303,7,130,0,,,28 QosData
0.547113,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1304,7,270,0,,,28 QosData
0.547225,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1305,7,130,0,,,28 QosData
0.547335,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1306,7,270,0,,,28 QosData
0.547444,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1307,7,130,0,,,28 QosData
0.547560,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1308,7,270,0,,,28 QosData
0.547668,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1309,7,130,0,,,28 QosData
0.547780,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1310,0,6.5,0,0,,28 QosData
0.547884,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1311,7,270,0,,,28 QosData
0.548045,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1312,7,130,0,,,28 QosData
0.548187,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1313,7,270,0,,,28 QosData
0.548307,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1314,7,130,0,,,28 QosData
0.548434,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1315,7,130,0,,,28 QosData
0.548547,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1316,7,270,0,,,28 QosData
0.548658,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1317,7,130,0,,,28 QosData
0.548773,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1318,7,270,0,,,28 QosData
0.548881,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1319,7,130,0,,,28 QosData
0.549000,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1320,7,130,0,,,28 QosData
0.549110,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1321,7,270,0,,,28 QosData
0.549215,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1322,7,130,0,,,28 QosData
0.549317,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1323,7,270,0,,,28 QosData
0.549433,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1324,7,130,0,,,28 QosData
0.549540,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1325,7,130,0,,,28 QosData
0.549694,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1326,7,270,0,,,28 QosData
0.549819,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1327,7,130,0,,,28 QosData
0.549950,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1328,7,270,0,,,28 QosData
0.550057,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1329,7,130,0,,,28 QosData
0.550183,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1330,7,130,0,,,28 QosData
0.550284,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1331,7,270,0,,,28 QosData
0.550415,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1332,7,130,0,,,28 QosData
0.550528,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1333,7,270,0,,,28 QosData
0.550640,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1334,7,130,0,,,28 QosData
0.550748,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1335,7,130,0,,,28 QosData
0.550863,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1336,7,270,0,,,28 QosData
0.550979,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1337,7,130,0,,,28 QosData
0.551101,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1338,7,270,0,,,28 QosData
0.551216,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1339,7,130,0,,,28 QosData
0.551382,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1340,0,6.5,0,0,,28 QosData
0.551503,,00:0b:6b:7f:e3:11,,,4.0,0,0,,1D ACK
0.551560,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,,,4.0,0,0,,1B RTS
0.551617,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1341,7,144.44444444444446,0,,,28 QosData
0.551739,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1342,7,144.44444444444446,0,,,28 QosData
0.551850,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1343,7,144.44444444444446,0,,,28 QosData
0.551967,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1344,7,144.44444444444446,0,,,28 QosData
0.552076,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1345,7,144.44444444444446,0,,,28 QosData
0.552191,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1346,7,270,0,,,28 QosData
0.552299,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1347,7,130,0,,,28 QosData
0.552405,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1348,7,270,0,,,28 QosData
0.552527,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1349,7,130,0,,,28 QosData
0.552632,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1350,7,130,0,,,28 QosData
0.552747,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1351,7,270,0,,,28 QosData
0.552867,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1352,7,130,0,,,28 QosData
0.552973,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1353,7,270,0,,,28 QosData
0.553085,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1354,7,130,0,,,28 QosData
0.553191,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1355,0,6.5,0,0,,28 QosData
0.530437,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,102,7,130,0,,,28 QosData
0.530654,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,103,,,0,,,28 QosData
0.530875,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,104,,,0,,,28 QosData
0.531091,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,105,,,0,,,28 QosData
0.531315,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,106,,,0,,,28 QosData
0.531541,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,107,,,0,,,28 QosData
0.531752,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,108,,,0,,,28 QosData
0.531972,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,109,,,0,,,28 QosData
0.532180,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,110,,,0,,,28 QosData
0.532401,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,111,,,0,,,28 QosData
0.532606,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,112,,,0,,,28 QosData
0.532822,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,113,,,0,,,28 QosData
0.533042,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,114,,,0,,,28 QosData
0.533259,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,115,,,0,,,28 QosData
0.533475,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,116,,,0,,,28 QosData
0.533689,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,117,,,0,,,28 QosData
0.533956,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,118,,,0,,,28 QosData
0.534210,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,119,,,0,,,28 QosData
0.534297,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,120,,,0,,,28 QosData
0.534648,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,121,,,0,,,28 QosData
0.534938,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,122,,,0,,,28 QosData
0.535223,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,123,,,0,,,28 QosData
0.535316,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,124,,,0,,,28 QosData
0.535714,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,125,,,0,,,28 QosData
0.540332,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,126,7,130,0,,,28 QosData
0.554833,d8:c7:c8:d7:72:c4,ff:ff:ff:ff:ff:ff,2956,,4.0,0,0,,08 Beacon
0.554934,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,,,4.0,0,0,,1B RTS
0.555016,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1356,7,270,0,,,28 QosData
0.555210,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1357,0,6.5,0,0,,28 QosData
0.555507,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,,,4.0,0,0,,19 BlockAck
0.540597,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,127,7,130,0,,,28 QosData
0.540833,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,128,,,0,,,28 QosData
0.541054,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,129,,,0,,,28 QosData
0.541282,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,130,,,0,,,28 QosData
0.541509,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,131,,,0,,,28 QosData
0.541729,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,132,,,0,,,28 QosData
0.541952,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,133,,,0,,,28 QosData
0.542169,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,134,,,0,,,28 QosData
0.542386,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,135,,,0,,,28 QosData
0.542608,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,136,,,0,,,28 QosData
0.542821,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,137,,,0,,,28 QosData
0.543035,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,138,,,0,,,28 QosData
0.543251,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,139,,,0,,,28 QosData
0.543474,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,140,,,0,,,28 QosData
0.543689,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,141,,,0,,,28 QosData
0.543898,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,142,,,0,,,28 QosData
0.544157,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,143,,,0,,,28 QosData
0.544338,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,144,,,0,,,28 QosData
0.544677,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,145,,,0,,,28 QosData
0.544891,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,146,,,0,,,28 QosData
0.545118,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,147,,,0,,,28 QosData
0.545335,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,148,,,0,,,28 QosData
0.545560,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,149,,,0,,,28 QosData
0.545784,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,150,,,0,,,28 QosData
0.546002,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,151,,,0,,,28 QosData
0.546214,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,152,,,0,,,28 QosData
0.546438,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,153,,,0,,,28 QosData
0.546648,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,154,,,0,,,28 QosData
0.546875,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,155,,,0,,,28 QosData
0.547093,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,156,,,0,,,28 QosData
0.547315,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,157,,,0,,,28 QosData
0.547581,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,158,,,0,,,28 QosData
0.556487,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,,,4.0,0,0,,1B RTS
0.556548,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1358,7,130,0,,,28 QosData
0.556713,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1359,0,6.5,0,0,,28 QosData
0.556840,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1360,7,270,0,,,28 QosData
0.556958,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1361,7,130,0,,,28 QosData
0.557074,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1362,7,270,0,,,28 QosData
0.557176,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1363,7,270,0,,,28 QosData
0.557292,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1364,7,130,0,,,28 QosData
0.557400,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1365,7,130,0,,,28 QosData
0.557513,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1366,7,270,0,,,28 QosData
0.557624,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1367,7,130,0,,,28 QosData
0.557737,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1368,0,6.5,0,0,,28 QosData
0.557843,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1369,7,130,0,,,28 QosData
0.557959,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1370,7,130,0,,,28 QosData
0.558063,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1371,7,270,0,,,28 QosData
0.558179,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1372,7,130,0,,,28 QosData
0.558286,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1373,7,270,0,,,28 QosData
0.558405,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1374,7,130,0,,,28 QosData
0.558508,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1375,7,130,0,,,28 QosData
0.558623,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1376,7,270,0,,,28 QosData
0.558734,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1377,7,130,0,,,28 QosData
0.558846,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1378,7,270,0,,,28 QosData
0.558951,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1379,7,130,0,,,28 QosData
0.559063,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1380,7,130,0,,,28 QosData
0.559165,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1381,7,270,0,,,28 QosData
0.559280,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1382,7,130,0,,,28 QosData
0.559381,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1383,7,270,0,,,28 QosData
0.559498,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1384,7,130,0,,,28 QosData
0.559602,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1385,7,130,0,,,28 QosData
0.559782,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1386,7,270,0,,,28 QosData
0.559898,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1387,7,130,0,,,28 QosData
0.560018,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1388,7,270,0,,,28 QosData
0.560128,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1389,7,130,0,,,28 QosData
0.560249,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1390,7,130,0,,,28 QosData
0.560358,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1391,7,270,0,,,28 QosData
0.560474,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1392,7,130,0,,,28 QosData
0.560580,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1393,7,270,0,,,28 QosData
0.560687,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1394,7,130,0,,,28 QosData
0.560790,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1395,7,130,0,,,28 QosData
0.560905,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1396,7,130,0,,,28 QosData
0.561013,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1397,7,270,0,,,28 QosData
0.561124,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1398,7,130,0,,,28 QosData
0.561232,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1399,7,130,0,,,28 QosData
0.561342,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1400,7,270,0,,,28 QosData
0.561448,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1401,7,130,0,,,28 QosData
0.561564,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1402,7,270,0,,,28 QosData
0.561674,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1403,7,130,0,,,28 QosData
0.561784,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1404,7,130,0,,,28 QosData
0.561883,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1405,7,270,0,,,28 QosData
0.562006,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1406,7,130,0,,,28 QosData
0.562115,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1407,0,6.5,0,0,,28 QosData
0.562228,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,,,4.0,0,0,,19 BlockAck
0.562281,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,,,4.0,0,0,,1B RTS
0.562352,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1408,7,130,0,,,28 QosData
0.562480,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1409,7,270,0,,,28 QosData
0.562603,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1410,7,130,0,,,28 QosData
0.562715,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1411,7,130,0,,,28 QosData
